host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,Prices per Person,,,number_of_reviews
100,100,f,"Athina, Greece",37.99092,23.7376,Entire serviced apartment,Entire home/apt,8,500,,,62.5,,,0
96,100,t,"Kesariani, Greece",37.96717,23.754,Entire apartment,Entire home/apt,8,104,,93,13,,,6
,100,f,,37.99176,23.72611,Entire apartment,Entire home/apt,4,35,,,8.75,,,0
,,f,,37.97803,23.7295,Shared room in hostel,Shared room,1,24,,,24,,,0
,,f,,37.96634,23.73746,Private room in apartment,Private room,4,40,,,10,,,0
0,100,f,"Athina, Greece",37.96586,23.73533,Entire apartment,Entire home/apt,2,25,,,12.5,,,0
100,88,f,"Athina, Greece",37.99541,23.73224,Entire apartment,Entire home/apt,4,38,,91,9.5,,,7
100,100,t,"Athina, Greece",37.98201,23.73007,Entire apartment,Entire home/apt,3,44,,100,14.66666667,,,2
,,f,"Athina, Greece",37.97811,23.73114,Entire apartment,Entire home/apt,4,70,,,17.5,,,0
,,f,,38.0046,23.73115,Private room in apartment,Private room,1,15,,80,15,,,2
100,100,t,,37.96767,23.75305,Entire apartment,Entire home/apt,2,17,,97,8.5,,,6
0,,f,"Athina, Greece",38.00049,23.71851,Entire apartment,Entire home/apt,2,22,,88,11,,,5
100,85,f,,37.97765,23.72738,Entire apartment,Entire home/apt,4,32,,94,8,,,7
100,99,f,"Athina, Greece",37.97799,23.71225,Entire apartment,Entire home/apt,7,43,43,95,6.142857143,,,43
,,f,,37.98409,23.72499,Room in hotel,Private room,3,95,,,31.66666667,,,0
,,f,,37.98408,23.72393,Room in hotel,Private room,1,55,,,55,,,0
,,f,,37.98441,23.72411,Room in hotel,Private room,3,155,,,51.66666667,,,0
70,89,f,,37.98973,23.76728,Entire apartment,Entire home/apt,4,54,,,13.5,,,0
70,89,f,,37.98972,23.7688,Entire apartment,Entire home/apt,4,54,,,13.5,,,0
94,98,f,"Athina, Greece",37.97889,23.72277,Entire apartment,Entire home/apt,3,45,,100,15,,,1
94,98,f,"Athina, Greece",37.97719,23.72403,Entire apartment,Entire home/apt,3,35,,,11.66666667,,,0
100,100,t,"Athina, Greece",37.96684,23.73068,Entire apartment,Entire home/apt,6,47,24,98,7.833333333,,,24
,,f,"Athina, Greece",38.00319,23.73694,Entire apartment,Entire home/apt,3,40,,,13.33333333,,,0
96,100,t,"Kesariani, Greece",37.96747,23.75355,Entire apartment,Entire home/apt,6,57,16,98,9.5,,,16
100,96,f,"Athens, Greece",37.97312,23.73217,Entire apartment,Entire home/apt,3,69,,,23,,,0
100,95,f,,37.96143,23.72094,Entire apartment,Entire home/apt,2,37,,88,18.5,,,5
94,98,f,"Athina, Greece",37.97222,23.72878,Entire apartment,Entire home/apt,5,50,,93,10,,,3
100,95,f,"Athina, Greece",37.96057,23.71983,Entire apartment,Entire home/apt,2,38,,98,19,,,9
94,98,f,"Athina, Greece",37.97351,23.72891,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,95,f,"Athina, Greece",37.96128,23.71957,Entire apartment,Entire home/apt,6,39,,92,6.5,,,5
100,50,f,,37.99505,23.7505,Entire apartment,Entire home/apt,3,30,,97,10,,,6
94,98,f,"Athina, Greece",37.98057,23.76011,Entire apartment,Entire home/apt,4,60,,,15,,,0
,,f,"Athina, Greece",37.97038,23.74871,Entire apartment,Entire home/apt,3,65,,,21.66666667,,,0
100,100,t,"Athina, Greece",37.96362,23.72552,Entire apartment,Entire home/apt,2,29,96,99,14.5,,,96
100,100,t,"Athina, Greece",37.99087,23.75709,Entire apartment,Entire home/apt,2,20,12,97,10,,,12
,,,"Athina, Greece",37.97723,23.73621,Entire apartment,Entire home/apt,3,59,,,19.66666667,,,0
,,f,"Kesariani, Greece",37.97175,23.74987,Entire apartment,Entire home/apt,4,59,,,14.75,,,0
,,,"Athina, Greece",37.95794,23.73673,Entire apartment,Entire home/apt,4,42,,100,10.5,,,2
100,100,f,,37.99108,23.7582,Entire apartment,Entire home/apt,3,28,,91,9.333333333,,,7
,,t,"Athina, Greece",37.98471,23.72221,Entire apartment,Entire home/apt,5,69,16,100,13.8,,,16
92,100,t,"Athina, Greece",37.98599,23.72391,Entire apartment,Entire home/apt,4,45,,95,11.25,,,8
,,t,"Athina, Greece",37.98434,23.72348,Entire apartment,Entire home/apt,3,39,,93,13,,,3
,,t,"Athina, Greece",37.98465,23.72235,Entire apartment,Entire home/apt,2,35,,95,17.5,,,8
,,t,"Athina, Greece",37.98577,23.72271,Entire apartment,Entire home/apt,5,55,,100,11,,,4
100,100,t,"Athina, Greece",37.97918,23.71412,Entire apartment,Entire home/apt,2,55,27,99,27.5,,,27
92,100,t,"Athina, Greece",37.98639,23.72208,Entire apartment,Entire home/apt,5,55,,97,11,,,7
,,f,,37.97799,23.73053,Entire apartment,Entire home/apt,2,70,,,35,,,0
92,100,t,"Athina, Greece",37.98599,23.72436,Entire apartment,Entire home/apt,5,49,13,97,9.8,,,13
,,f,,38.02016,23.72918,Private room in apartment,Private room,2,101,,,50.5,,,0
100,97,f,"Athina, Greece",37.99442,23.77307,Entire apartment,Entire home/apt,3,34,27,94,11.33333333,,,27
,,f,"Athina, Greece",37.96711,23.73011,Entire apartment,Entire home/apt,4,50,,100,12.5,,,1
,100,f,"Kesariani, Greece",37.97388,23.75227,Entire apartment,Entire home/apt,4,40,,100,10,,,2
100,100,f,"Athina, Greece",37.98993,23.72299,Entire guest suite,Entire home/apt,2,80,,,40,,,0
100,100,f,"Athina, Greece",37.96582,23.72832,Entire apartment,Entire home/apt,4,40,,60,10,,,3
100,100,f,,37.96181,23.72106,Entire apartment,Entire home/apt,4,50,,100,12.5,,,1
,50,t,"Athina, Greece",38.00262,23.7467,Entire apartment,Entire home/apt,2,54,,,27,,,0
92,100,t,"Athina, Greece",37.98432,23.72332,Entire apartment,Entire home/apt,3,39,,94,13,,,7
92,100,t,"Athina, Greece",37.9851,23.72213,Entire apartment,Entire home/apt,2,35,17,96,17.5,,,17
92,100,t,"Athina, Greece",37.98582,23.72411,Entire apartment,Entire home/apt,5,55,13,98,11,,,13
,,f,,37.97126,23.71232,Private room in apartment,Private room,2,30,,100,15,,,1
90,99,f,"Athina, Greece",37.97558,23.71722,Entire apartment,Entire home/apt,2,27,22,95,13.5,,,22
100,99,t,"Athina, Greece",37.96212,23.72371,Entire apartment,Entire home/apt,4,30,118,96,7.5,,,118
98,97,t,"Athina, Greece",37.96245,23.71777,Entire apartment,Entire home/apt,4,35,17,94,8.75,,,17
100,99,t,"Athina, Greece",37.9617,23.72437,Entire apartment,Entire home/apt,4,29,24,98,7.25,,,24
100,,f,"Athina, Greece",38.01491,23.73974,Entire apartment,Entire home/apt,6,60,,,10,,,0
100,100,f,,37.97059,23.74707,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,100,t,"Athina, Greece",37.99516,23.72104,Entire apartment,Entire home/apt,2,17,16,96,8.5,,,16
92,100,t,"Athina, Greece",37.9862,23.7241,Entire apartment,Entire home/apt,4,36,,95,9,,,4
92,100,t,"Athina, Greece",37.98444,23.72206,Entire apartment,Entire home/apt,5,55,10,96,11,,,10
100,100,f,"Athina, Greece",37.96806,23.70923,Private room in apartment,Private room,3,32,,95,10.66666667,,,4
100,100,t,"Athina, Greece",37.9635,23.72947,Entire apartment,Entire home/apt,4,40,,100,10,,,1
92,100,t,"Athina, Greece",37.98512,23.72251,Entire apartment,Entire home/apt,2,35,,97,17.5,,,7
100,100,f,"Athina, Greece",37.97776,23.72347,Entire apartment,Entire home/apt,3,22,10,90,7.333333333,,,10
,,f,,37.98647,23.76324,Entire villa,Entire home/apt,6,200,,,33.33333333,,,0
,,,,37.98959,23.73587,Entire apartment,Entire home/apt,5,140,,,28,,,0
100,50,t,,37.99339,23.72918,Entire apartment,Entire home/apt,4,60,,,15,,,0
100,100,f,"Athina, Greece",37.99348,23.74428,Private room in apartment,Private room,1,15,,,15,,,0
99,93,t,,37.98885,23.76425,Private room in apartment,Private room,1,18,,100,18,,,1
,87,t,,37.98861,23.71868,Entire apartment,Entire home/apt,2,30,22,97,15,,,22
100,100,t,"Athina, Greece",37.97804,23.72957,Entire loft,Entire home/apt,2,37,20,98,18.5,,,20
0,100,f,"Athina, Greece",37.98923,23.73285,Entire apartment,Entire home/apt,2,30,,,15,,,0
,,f,"Athina, Greece",37.97199,23.74365,Entire apartment,Entire home/apt,4,27,,,6.75,,,0
100,100,t,"Athina, Greece",38.00079,23.73103,Entire apartment,Entire home/apt,3,25,13,97,8.333333333,,,13
100,100,t,,37.96731,23.75151,Entire apartment,Entire home/apt,4,36,11,91,9,,,11
74,99,f,"Athina, Greece",37.97589,23.71493,Entire apartment,Entire home/apt,5,42,14,93,8.4,,,14
100,100,f,"Athina, Greece",37.98536,23.732,Room in boutique hotel,Private room,2,49,,100,24.5,,,2
100,100,f,,37.98093,23.74924,Entire apartment,Entire home/apt,6,80,,100,13.33333333,,,4
,,f,"Athina, Greece",37.97242,23.70825,Entire apartment,Entire home/apt,7,49,,90,7,,,2
,,f,"Athina, Greece",37.96512,23.72795,Entire apartment,Entire home/apt,2,100,,,50,,,0
100,100,f,"Athina, Greece",37.98536,23.732,Room in boutique hotel,Private room,2,104,,,52,,,0
99,100,f,,37.99126,23.7273,Entire apartment,Entire home/apt,6,26,12,92,4.333333333,,,12
,,f,,38.01118,23.73406,Entire apartment,Entire home/apt,7,85,,,12.14285714,,,0
100,97,t,,37.96631,23.70717,Entire apartment,Entire home/apt,6,42,,95,7,,,4
90,100,f,,37.98327,23.72197,Private room in bed and breakfast,Private room,2,55,,,27.5,,,0
90,100,f,"Athina, Greece",37.98518,23.72031,Room in hotel,Private room,2,55,,,27.5,,,0
100,100,t,,37.96497,23.73205,Entire apartment,Entire home/apt,6,55,,96,9.166666667,,,5
100,100,t,"Αθήνα, Greece",37.9917,23.75778,Entire house,Entire home/apt,6,33,11,98,5.5,,,11
80,21,f,"Athina, Greece",37.97671,23.73272,Entire apartment,Entire home/apt,2,36,,100,18,,,3
80,21,f,"Athina, Greece",37.97477,23.73347,Entire apartment,Entire home/apt,2,45,,100,22.5,,,6
100,100,t,"Athina, Greece",37.97524,23.70801,Entire house,Entire home/apt,4,28,,100,7,,,2
100,96,t,"Athina, Greece",37.96525,23.73683,Entire apartment,Entire home/apt,6,65,,100,10.83333333,,,8
100,100,t,"Athina, Greece",37.96469,23.72683,Entire apartment,Entire home/apt,4,37,,,9.25,,,0
,100,t,"Athina, Greece",37.98629,23.72118,Entire apartment,Entire home/apt,3,30,23,100,10,,,23
100,100,f,"Athina, Greece",38.00248,23.73328,Entire apartment,Entire home/apt,2,35,,94,17.5,,,7
100,100,f,,37.99603,23.729,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
,,f,,37.98264,23.73519,Private room in apartment,Private room,1,35,,,35,,,0
,,f,,38.00254,23.7261,Entire apartment,Entire home/apt,4,45,,,11.25,,,0
,,f,,37.99614,23.72504,Entire apartment,Entire home/apt,4,28,,,7,,,0
100,100,f,"Athens, Greece",37.98797,23.74217,Entire apartment,Entire home/apt,2,59,,,29.5,,,0
92,100,t,"Athina, Greece",37.96784,23.72646,Entire apartment,Entire home/apt,8,119,38,98,14.875,,,38
92,100,t,"Athina, Greece",37.96825,23.72887,Entire apartment,Entire home/apt,4,28,47,100,7,,,47
100,100,f,,37.9902,23.73585,Entire apartment,Entire home/apt,12,350,,100,29.16666667,,,2
,,f,,37.99609,23.72655,Entire apartment,Entire home/apt,4,28,,,7,,,0
100,100,t,"Athina, Greece",37.97547,23.70749,Entire house,Entire home/apt,4,31,,92,7.75,,,5
100,100,t,"Athens, Attica, Greece",37.97335,23.73307,Entire apartment,Entire home/apt,6,63,,100,10.5,,,2
100,100,t,"Athina, Greece",37.97829,23.72595,Entire condominium,Entire home/apt,2,89,70,97,44.5,,,70
100,100,f,"Athina, Greece",37.98536,23.732,Room in boutique hotel,Private room,3,118,,,39.33333333,,,0
100,100,f,"Athina, Greece",37.96852,23.7293,Entire apartment,Entire home/apt,5,55,,,11,,,0
,33,f,"Athina, Greece",38.00299,23.74325,Entire apartment,Entire home/apt,7,50,,,7.142857143,,,0
,,f,,38.00483,23.74194,Entire apartment,Entire home/apt,2,40,,,20,,,0
100,96,t,"Athina, Greece",37.9698,23.73071,Entire apartment,Entire home/apt,4,87,,98,21.75,,,9
,,f,,37.9762,23.71555,Entire loft,Entire home/apt,2,35,,,17.5,,,0
0,100,t,"Athina, Greece",37.97562,23.74338,Entire apartment,Entire home/apt,3,85,,100,28.33333333,,,6
100,100,f,"Athens, Greece",37.98646,23.74227,Entire apartment,Entire home/apt,3,60,,,20,,,0
100,100,f,,37.97656,23.72992,Entire apartment,Entire home/apt,2,70,,,35,,,0
100,100,f,,37.97656,23.72992,Entire apartment,Entire home/apt,4,75,,,18.75,,,0
100,100,f,,37.97609,23.73148,Entire apartment,Entire home/apt,4,80,,,20,,,0
100,100,f,,37.97547,23.73058,Entire apartment,Entire home/apt,4,80,,,20,,,0
100,100,f,,37.97631,23.73037,Entire apartment,Entire home/apt,2,75,,,37.5,,,0
100,100,t,"Athina, Greece",37.97829,23.72595,Entire apartment,Entire home/apt,3,51,147,96,17,,,147
100,100,t,"Athina, Greece",37.97829,23.72595,Entire apartment,Entire home/apt,3,52,187,97,17.33333333,,,187
,,,"Athens, Greece",37.97244,23.73143,Entire apartment,Entire home/apt,6,41,,100,6.833333333,,,2
90,93,f,"Athina, Greece",37.9909,23.73187,Entire apartment,Entire home/apt,6,69,,,11.5,,,0
100,100,f,"Athina, Greece",37.96712,23.72759,Entire apartment,Entire home/apt,4,58,,80,14.5,,,1
90,93,f,,37.97799,23.72632,Entire apartment,Entire home/apt,2,39,11,93,19.5,,,11
100,100,t,,37.99564,23.73901,Entire apartment,Entire home/apt,2,25,49,98,12.5,,,49
90,93,f,,37.98437,23.73522,Entire apartment,Entire home/apt,4,64,,,16,,,0
100,80,t,,37.98767,23.71186,Entire apartment,Entire home/apt,2,21,,100,10.5,,,4
,,f,,37.96223,23.71767,Entire apartment,Entire home/apt,5,62,,,12.4,,,0
99,100,f,"Athina, Greece",37.99998,23.7216,Entire apartment,Entire home/apt,2,35,,90,17.5,,,8
97,100,t,"Athina, Greece",37.98347,23.73314,Entire apartment,Entire home/apt,4,28,,100,7,,,2
,0,f,"Athina, Greece",37.98719,23.72891,Private room in apartment,Private room,2,20,,,10,,,0
90,100,f,"Athina, Greece",37.96645,23.74939,Entire apartment,Entire home/apt,4,60,,,15,,,0
0,,f,,37.98548,23.73742,Entire apartment,Entire home/apt,10,150,,,15,,,0
100,100,t,"Athina, Greece",37.97435,23.72767,Entire apartment,Entire home/apt,2,30,,97,15,,,7
,100,f,"Athina, Greece",37.97851,23.72618,Room in hotel,Private room,1,38,,60,38,,,1
,100,f,"Athina, Greece",37.97948,23.7263,Room in hotel,Private room,3,105,,,35,,,0
,100,f,"Athina, Greece",37.97979,23.72573,Room in hotel,Private room,3,75,,,25,,,0
,100,f,"Athina, Greece",37.97949,23.72688,Room in hotel,Private room,2,42,,,21,,,0
,100,f,"Athina, Greece",37.98042,23.72601,Room in hotel,Private room,2,46,,,23,,,0
,100,f,"Athina, Greece",37.98023,23.726,Room in hotel,Private room,2,46,,,23,,,0
100,100,t,"Athina, Greece",37.97322,23.72694,Entire house,Entire home/apt,4,60,26,100,15,,,26
,100,f,"Athina, Greece",37.97957,23.72608,Room in hotel,Private room,4,110,,,27.5,,,0
,100,f,"Athina, Greece",37.97871,23.72606,Room in hotel,Private room,3,95,,,31.66666667,,,0
100,100,f,"Zografou, Greece",37.98093,23.75782,Entire apartment,Entire home/apt,6,45,12,100,7.5,,,12
100,100,t,"Athina, Greece",37.97924,23.73011,Entire apartment,Entire home/apt,4,37,54,97,9.25,,,54
99,99,f,,37.97998,23.74055,Entire apartment,Entire home/apt,2,61,,90,30.5,,,2
100,100,f,"Athens, Greece",37.98811,23.74273,Entire apartment,Entire home/apt,4,81,,,20.25,,,0
,,f,"Athina, Greece",38.00497,23.72831,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
,,f,,37.97628,23.72903,Entire apartment,Entire home/apt,3,60,,100,20,,,2
,,f,,37.97599,23.73003,Entire apartment,Entire home/apt,4,55,,100,13.75,,,3
100,100,t,,37.98336,23.72205,Entire apartment,Entire home/apt,3,25,,92,8.333333333,,,5
100,100,f,"Athina, Greece",37.96737,23.7255,Entire apartment,Entire home/apt,5,39,,80,7.8,,,2
90,93,f,,37.97667,23.73369,Entire apartment,Entire home/apt,2,37,,,18.5,,,0
99,100,f,"Athina, Greece",37.98597,23.73393,Entire apartment,Entire home/apt,5,35,52,94,7,,,52
90,93,f,,37.97731,23.73412,Entire apartment,Entire home/apt,2,37,,,18.5,,,0
90,93,f,,37.97692,23.73249,Entire apartment,Entire home/apt,2,37,,,18.5,,,0
100,100,f,"Athina, Greece",37.95338,23.72342,Entire apartment,Entire home/apt,4,39,,,9.75,,,0
96,100,t,"Kesariani, Greece",37.96754,23.75374,Entire apartment,Entire home/apt,6,57,19,99,9.5,,,19
100,90,t,"Athina, Greece",37.98265,23.71728,Entire apartment,Entire home/apt,6,64,,100,10.66666667,,,5
100,90,t,"Athina, Greece",37.98296,23.71738,Entire apartment,Entire home/apt,4,7,,100,1.75,,,4
100,90,t,"Athina, Greece",37.98239,23.71777,Entire apartment,Entire home/apt,6,7,,100,1.166666667,,,1
90,93,f,"Athina, Greece",37.98718,23.72937,Entire apartment,Entire home/apt,4,65,,,16.25,,,0
100,90,t,"Athina, Greece",37.98383,23.71711,Entire apartment,Entire home/apt,6,47,,93,7.833333333,,,3
100,90,t,"Athina, Greece",37.98258,23.71878,Entire apartment,Entire home/apt,6,78,,100,13,,,2
100,90,t,"Athina, Greece",37.98463,23.71756,Entire apartment,Entire home/apt,12,155,10,96,12.91666667,,,10
100,90,t,"Athina, Greece",37.98239,23.71888,Entire apartment,Entire home/apt,12,210,,100,17.5,,,8
100,90,t,"Athina, Greece",37.98238,23.71838,Entire apartment,Entire home/apt,16,229,,100,14.3125,,,3
100,100,t,"Athina, Greece",37.96875,23.74283,Room in aparthotel,Entire home/apt,4,75,,100,18.75,,,1
100,100,f,"Athina, Greece",37.97627,23.72347,Entire apartment,Entire home/apt,4,56,,90,14,,,2
90,93,f,,37.97214,23.74539,Entire apartment,Entire home/apt,4,70,,80,17.5,,,1
100,100,t,"Athina, Greece",37.96404,23.72452,Entire apartment,Entire home/apt,4,30,63,98,7.5,,,63
,,f,,37.99127,23.71932,Entire loft,Entire home/apt,3,30,,,10,,,0
100,90,t,"Athina, Greece",37.98716,23.73606,Entire apartment,Entire home/apt,14,7,,100,0.5,,,6
100,90,t,"Athina, Greece",37.98574,23.73522,Entire apartment,Entire home/apt,10,7,,96,0.7,,,9
100,90,t,"Athina, Greece",37.98718,23.73482,Entire apartment,Entire home/apt,16,252,,100,15.75,,,1
100,100,t,"Athina, Greece",37.96875,23.74283,Room in aparthotel,Entire home/apt,4,80,,100,20,,,1
100,100,t,"Athina, Greece",37.96875,23.74283,Room in aparthotel,Entire home/apt,2,60,,100,30,,,2
100,100,t,"Athina, Greece",37.96875,23.74283,Room in aparthotel,Entire home/apt,4,75,,,18.75,,,0
50,0,f,"Athina, Greece",37.96618,23.72066,Entire apartment,Entire home/apt,2,80,,,40,,,0
90,100,t,"Athina, Greece",37.96851,23.74916,Entire apartment,Entire home/apt,3,35,17,99,11.66666667,,,17
40,100,f,"Athina, Greece",38.00572,23.71661,Entire apartment,Entire home/apt,2,28,,100,14,,,9
93,98,t,,37.98948,23.73825,Entire apartment,Entire home/apt,3,21,33,95,7,,,33
,100,f,"Athina, Greece",37.98546,23.72434,Entire apartment,Entire home/apt,2,35,,95,17.5,,,8
,100,f,"Athina, Greece",37.98509,23.72307,Entire apartment,Entire home/apt,2,35,25,90,17.5,,,25
98,97,t,"Athina, Greece",37.9646,23.72599,Entire apartment,Entire home/apt,4,30,20,95,7.5,,,20
100,75,f,"Athina, Greece",38.0023,23.73529,Private room in apartment,Private room,1,21,,100,21,,,1
100,95,t,"Athina, Greece",37.96676,23.72855,Entire apartment,Entire home/apt,4,46,,100,11.5,,,7
,,,"Athina, Greece",37.98715,23.71242,Entire house,Entire home/apt,6,60,,100,10,,,3
74,99,f,"Athina, Greece",37.96257,23.71954,Entire apartment,Entire home/apt,4,24,,87,6,,,3
90,93,f,"Athina, Greece",37.97286,23.74237,Entire apartment,Entire home/apt,4,49,,,12.25,,,0
100,99,f,"Athina, Greece",37.96589,23.73042,Entire apartment,Entire home/apt,3,42,,96,14,,,5
100,99,f,"Athina, Greece",37.96611,23.72975,Entire apartment,Entire home/apt,3,32,,90,10.66666667,,,2
92,100,t,"Athina, Greece",37.98484,23.72232,Entire apartment,Entire home/apt,4,36,,95,9,,,4
99,99,f,"Athina, Greece",37.98328,23.75793,Entire apartment,Entire home/apt,4,127,,90,31.75,,,4
100,94,f,"Athina, Greece",37.98553,23.73232,Room in hotel,Private room,2,63,,,31.5,,,0
100,75,t,"Athina, Greece",37.99725,23.73358,Private room in apartment,Private room,2,20,,100,10,,,1
100,100,f,"Athina, Greece",37.9737,23.7288,Room in aparthotel,Entire home/apt,4,64,,100,16,,,1
99,99,f,,37.98817,23.76368,Entire apartment,Entire home/apt,4,67,,80,16.75,,,3
99,99,f,"Athina, Greece",37.9572,23.7388,Entire apartment,Entire home/apt,4,31,,70,7.75,,,6
100,100,f,"Athina, Greece",37.96854,23.73043,Entire apartment,Entire home/apt,6,125,20,97,20.83333333,,,20
100,99,t,"Athina, Greece",37.97776,23.72959,Entire apartment,Entire home/apt,5,33,42,93,6.6,,,42
,,f,,37.96519,23.70973,Entire apartment,Entire home/apt,2,35,,,17.5,,,0
100,100,f,"Athina, Greece",37.96621,23.74396,Entire apartment,Entire home/apt,2,25,,100,12.5,,,3
100,100,f,"Athina, Greece",37.97447,23.73102,Room in aparthotel,Entire home/apt,5,72,,,14.4,,,0
100,94,f,"Athina, Greece",37.986,23.73172,Room in hotel,Private room,2,89,,,44.5,,,0
100,100,t,"Athina, Greece",37.97802,23.72874,Entire apartment,Entire home/apt,4,37,46,96,9.25,,,46
100,100,f,"Athina, Greece",37.97328,23.73063,Room in aparthotel,Entire home/apt,6,83,,,13.83333333,,,0
,,f,,37.98424,23.75407,Entire apartment,Entire home/apt,4,140,,,35,,,0
100,96,f,,37.97832,23.72327,Entire apartment,Entire home/apt,3,23,23,93,7.666666667,,,23
75,56,t,"Athina, Greece",37.98503,23.74103,Private room in apartment,Private room,1,10,,,10,,,0
100,100,t,"Athina, Greece",37.96875,23.74283,Room in aparthotel,Entire home/apt,4,80,,,20,,,0
100,94,f,"Athina, Greece",37.98456,23.73167,Room in hotel,Private room,2,115,,,57.5,,,0
100,94,f,"Athina, Greece",37.98561,23.73272,Room in hotel,Private room,2,68,,,34,,,0
100,99,f,,37.96657,23.72978,Entire apartment,Entire home/apt,3,34,,,11.33333333,,,0
100,99,f,,37.96774,23.73115,Entire apartment,Entire home/apt,3,31,,,10.33333333,,,0
100,99,f,,37.96779,23.72983,Entire apartment,Entire home/apt,2,34,,100,17,,,2
100,99,f,,37.96641,23.73056,Entire apartment,Entire home/apt,3,33,,,11,,,0
100,99,f,,37.96753,23.72949,Entire apartment,Entire home/apt,2,33,,89,16.5,,,7
99,100,f,"Athina, Greece",37.97748,23.72423,Entire apartment,Entire home/apt,4,17,79,91,4.25,,,79
100,99,f,,37.98273,23.71928,Entire apartment,Entire home/apt,5,39,10,94,7.8,,,10
95,96,f,"Athina, Greece",37.96577,23.70606,Entire condominium,Entire home/apt,3,33,,88,11,,,5
100,99,f,,37.98209,23.71774,Entire apartment,Entire home/apt,3,39,10,94,13,,,10
100,94,f,,37.98434,23.73274,Room in hotel,Private room,2,63,,76,31.5,,,9
100,94,t,,37.98204,23.72263,Entire apartment,Entire home/apt,4,39,14,96,9.75,,,14
,100,f,"Athina, Greece",37.99905,23.72122,Entire apartment,Entire home/apt,6,55,,100,9.166666667,,,4
100,100,f,,37.99151,23.75777,Entire apartment,Entire home/apt,2,22,18,87,11,,,18
75,90,t,"Athina, Greece",37.98258,23.71126,Entire apartment,Entire home/apt,2,32,,100,16,,,1
75,90,t,"Athina, Greece",37.9837,23.70991,Entire apartment,Entire home/apt,2,32,,,16,,,0
100,91,f,"Athina, Greece",37.97823,23.73801,Entire apartment,Entire home/apt,4,55,,95,13.75,,,4
99,99,f,"Athina, Greece",37.98587,23.73145,Entire apartment,Entire home/apt,4,25,,80,6.25,,,1
88,100,t,"Athina, Greece",37.96741,23.73801,Entire apartment,Entire home/apt,6,95,,100,15.83333333,,,3
99,100,f,"Athina, Greece",38.011,23.73216,Entire apartment,Entire home/apt,4,23,11,84,5.75,,,11
100,88,f,"Athina, Greece",37.96403,23.72306,Entire apartment,Entire home/apt,4,42,,100,10.5,,,7
99,100,f,"Athina, Greece",37.99389,23.7726,Entire apartment,Entire home/apt,2,34,46,88,17,,,46
100,95,t,"Athina, Greece",37.98087,23.74472,Entire apartment,Entire home/apt,2,34,,76,17,,,5
96,93,t,"Athina, Greece",37.97843,23.72222,Entire apartment,Entire home/apt,3,58,,100,19.33333333,,,2
100,100,t,"Athina, Greece",37.96958,23.74187,Room in aparthotel,Entire home/apt,5,95,,,19,,,0
,,t,,37.9883,23.7652,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
0,100,t,"Athina, Greece",37.9919,23.72266,Entire apartment,Entire home/apt,2,20,,100,10,,,2
100,,f,"Athina, Greece",37.96401,23.72343,Entire apartment,Entire home/apt,3,35,,90,11.66666667,,,2
96,93,t,"Athina, Greece",37.97843,23.72222,Entire apartment,Entire home/apt,3,59,,,19.66666667,,,0
100,100,f,"Athina, Greece",37.985,23.72403,Entire apartment,Entire home/apt,2,39,,90,19.5,,,4
100,98,f,,37.98572,23.73123,Entire apartment,Entire home/apt,4,24,,80,6,,,4
,,,"Athina, Αττική, Greece",37.98109,23.71404,Entire apartment,Entire home/apt,3,60,,100,20,,,1
75,90,t,"Athina, Greece",37.98254,23.71113,Entire apartment,Entire home/apt,2,32,,100,16,,,1
,,f,,38.00864,23.73841,Entire apartment,Entire home/apt,2,46,,100,23,,,4
100,97,t,,37.96383,23.72303,Entire apartment,Entire home/apt,3,33,10,96,11,,,10
100,100,f,"Athina, Greece",37.96567,23.7065,Entire apartment,Entire home/apt,4,20,,92,5,,,5
,100,t,"Athina, Greece",37.96192,23.72733,Entire apartment,Entire home/apt,6,70,,,11.66666667,,,0
100,92,t,"Athina, Greece",37.99151,23.74705,Entire apartment,Entire home/apt,4,45,24,97,11.25,,,24
100,100,f,"Athina, Greece",38.00581,23.73815,Entire apartment,Entire home/apt,4,25,,100,6.25,,,2
100,97,t,,37.95964,23.73134,Entire apartment,Entire home/apt,5,40,,90,8,,,4
0,,f,"Athina, Greece",37.96549,23.73342,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,100,t,"Athina, Greece",37.97796,23.75626,Entire apartment,Entire home/apt,4,83,,100,20.75,,,3
100,100,f,"Athina, Greece",37.97281,23.73091,Entire apartment,Entire home/apt,3,37,,100,12.33333333,,,1
100,100,t,"Athina, Greece",37.97368,23.73166,Entire apartment,Entire home/apt,2,79,38,98,39.5,,,38
100,100,f,,37.97555,23.71464,Entire apartment,Entire home/apt,5,59,,,11.8,,,0
,,f,"Athina, Greece",38.00079,23.74791,Entire apartment,Entire home/apt,4,50,,100,12.5,,,2
100,100,f,,37.97555,23.71464,Entire apartment,Entire home/apt,6,42,,,7,,,0
